,Filename,Predicted_Label
1827,4582.jpg,Apricot
1828,4552.jpg,Papaya
1829,4077.jpg,Orange
1830,4332.jpg,Pineapple
1831,4422.jpg,Corn
1832,3804.jpg,Cherry
1833,3920.jpg,Clementine
1834,4576.jpg,Mango
1835,4011.jpg,Pear
1836,4411.jpg,Lemon
1837,3857.jpg,Blueberry
1838,4389.jpg,Clementine
1839,4001.jpg,Pomegranate
1840,3821.jpg,Raspberry
1841,4573.jpg,Papaya
1842,3909.jpg,Apple Granny Smith
1843,4271.jpg,Passion Fruit
1844,4273.jpg,Pineapple
1845,4208.jpg,Avocado
1846,4526.jpg,Cherry
1847,4355.jpg,Orange
1848,3961.jpg,Kiwi
1849,4587.jpg,Cactus fruit
1850,4234.jpg,Cherry
1851,4436.jpg,Plum
1852,3973.jpg,Onion White
1853,4618.jpg,Grape Blue
1854,4580.jpg,Papaya
1855,4116.jpg,Lemon
1856,4444.jpg,Pear
1857,3818.jpg,Cucumber Ripe
1858,4002.jpg,Lemon
1859,4622.jpg,Clementine
1860,4572.jpg,Grape Blue
1861,4397.jpg,Pomegranate
1862,4398.jpg,Apple Braeburn
1863,3954.jpg,Mango
1864,3803.jpg,Peach
1865,4592.jpg,Mango
1866,3990.jpg,Plum
1867,4439.jpg,Grape Blue
1868,3986.jpg,Pomegranate
1869,4257.jpg,Cherry
1870,4232.jpg,Papaya
1871,4480.jpg,Strawberry
1872,4101.jpg,Pear
1873,4079.jpg,Pepper Green
1874,4391.jpg,Pepper Red
1875,4584.jpg,Apricot
1876,4588.jpg,Mango
1877,4014.jpg,Raspberry
1878,3956.jpg,Papaya
1879,3829.jpg,Limes
1880,3902.jpg,Pear
1881,4216.jpg,Papaya
1882,4429.jpg,Cantaloupe
1883,3841.jpg,Watermelon
1884,4157.jpg,Cherry
1885,3808.jpg,Pomegranate
1886,4220.jpg,Grape Blue
1887,4038.jpg,Plum
1888,4626.jpg,Cantaloupe
1889,4323.jpg,Pepper Green
1890,4068.jpg,Pepper Green
1891,3940.jpg,Lemon
1892,4400.jpg,Apple Braeburn
1893,4179.jpg,Cucumber Ripe
1894,4132.jpg,Clementine
1895,4327.jpg,Strawberry
1896,4509.jpg,Pepper Red
1897,4506.jpg,Passion Fruit
1898,3939.jpg,Papaya
1899,4475.jpg,Mango
1900,4601.jpg,Tomato
1901,3849.jpg,Potato Red
1902,4306.jpg,Strawberry
1903,3908.jpg,Avocado
1904,4613.jpg,Cherry
1905,4553.jpg,Raspberry
1906,4003.jpg,Grape Blue
1907,3906.jpg,Potato Red
1908,4091.jpg,Tomato
1909,4331.jpg,Lemon
1910,4490.jpg,Peach
1911,4262.jpg,Blueberry
1912,3891.jpg,Limes
1913,4029.jpg,Orange
1914,3963.jpg,Pineapple
1915,4339.jpg,Plum
1916,4364.jpg,Lemon
1917,4146.jpg,Apple Braeburn
1918,4558.jpg,Tomato
1919,4377.jpg,Cucumber Ripe
1920,3840.jpg,Potato Red
1921,4554.jpg,Lemon
1922,4473.jpg,Papaya
1923,4176.jpg,Watermelon
1924,3980.jpg,Banana
1925,4067.jpg,Plum
1926,4137.jpg,Apple Granny Smith
1927,3806.jpg,Avocado
1928,4496.jpg,Pepper Red
1929,3917.jpg,Apple Braeburn
1930,4009.jpg,Cactus fruit
1931,4238.jpg,Tomato
1932,3970.jpg,Strawberry
1933,4378.jpg,Raspberry
1934,4464.jpg,Pepper Green
1935,4457.jpg,Blueberry
1936,3916.jpg,Potato Red
1937,4607.jpg,Peach
1938,4037.jpg,Apple Granny Smith
1939,4069.jpg,Limes
1940,3943.jpg,Pepper Green
1941,4521.jpg,Blueberry
1942,4488.jpg,Mango
1943,3846.jpg,Avocado
1944,3998.jpg,Pear
1945,4522.jpg,Onion White
1946,4031.jpg,Apple Granny Smith
1947,4594.jpg,Corn
1948,4253.jpg,Cantaloupe
1949,4171.jpg,Watermelon
1950,4363.jpg,Corn
1951,4210.jpg,Grape Blue
1952,4502.jpg,Clementine
1953,4449.jpg,Onion White
1954,4523.jpg,Blueberry
1955,4123.jpg,Kiwi
1956,4527.jpg,Blueberry
1957,4510.jpg,Apple Braeburn
1958,4461.jpg,Lemon
1959,4214.jpg,Grape Blue
1960,3984.jpg,Grape Blue
1961,4434.jpg,Corn
1962,4540.jpg,Tomato
1963,3878.jpg,Avocado
1964,4007.jpg,Banana
1965,4489.jpg,Passion Fruit
1966,3843.jpg,Mango
1967,4448.jpg,Strawberry
1968,4486.jpg,Apricot
1969,4511.jpg,Clementine
1970,4066.jpg,Cactus fruit
1971,4392.jpg,Cucumber Ripe
1972,4187.jpg,Cherry
1973,4373.jpg,Cactus fruit
1974,3910.jpg,Apple Braeburn
1975,3962.jpg,Tomato
1976,4108.jpg,Tomato
1977,4050.jpg,Cactus fruit
1978,3831.jpg,Banana
1979,4245.jpg,Cherry
1980,4178.jpg,Avocado
1981,3947.jpg,Watermelon
1982,3844.jpg,Papaya
1983,4033.jpg,Pepper Red
1984,4088.jpg,Onion White
1985,3929.jpg,Pineapple
1986,4536.jpg,Peach
1987,4254.jpg,Grape Blue
1988,4260.jpg,Pomegranate
1989,4226.jpg,Mango
1990,5227.jpg,Cantaloupe
1991,5395.jpg,Tomato
1992,5125.jpg,Lemon
1993,4699.jpg,Limes
1994,5358.jpg,Cantaloupe
1995,5301.jpg,Onion White
1996,5319.jpg,Clementine
1997,4863.jpg,Clementine
1998,5368.jpg,Tomato
1999,4786.jpg,Pear
2000,2563.jpg,Orange
2001,1985.jpg,Pepper Green
2002,2432.jpg,Pepper Green
2003,2077.jpg,Raspberry
2004,1976.jpg,Tomato
2005,2791.jpg,Mango
2006,2817.jpg,Cherry
2007,2608.jpg,Grape Blue
2008,2742.jpg,Pear
2009,2355.jpg,Passion Fruit
2010,2466.jpg,Cherry
2011,2488.jpg,Pomegranate
2012,2520.jpg,Watermelon
2013,2633.jpg,Banana
2014,2559.jpg,Orange
2015,2771.jpg,Watermelon
2016,2688.jpg,Tomato
2017,1955.jpg,Plum
2018,2643.jpg,Grape Blue
2019,2484.jpg,Pear
2020,2147.jpg,Peach
2021,2314.jpg,Pepper Green
2022,2387.jpg,Cherry
2023,2402.jpg,Papaya
2024,2491.jpg,Potato Red
2025,2794.jpg,Papaya
2026,2717.jpg,Clementine
2027,2579.jpg,Cantaloupe
2028,2530.jpg,Watermelon
2029,2668.jpg,Orange
2030,2651.jpg,Apple Granny Smith
2031,2219.jpg,Pepper Green
2032,2098.jpg,Apricot
2033,2003.jpg,Tomato
2034,2648.jpg,Plum
2035,2745.jpg,Potato Red
2036,2591.jpg,Kiwi
2037,2619.jpg,Kiwi
2038,2429.jpg,Kiwi
2039,2474.jpg,Avocado
2040,2621.jpg,Apple Granny Smith
2041,2754.jpg,Avocado
2042,2755.jpg,Avocado
2043,2462.jpg,Grape Blue
2044,2425.jpg,Grape Blue
2045,2224.jpg,Cactus fruit
2046,2819.jpg,Avocado
2047,2169.jpg,Pomegranate
2048,1933.jpg,Cucumber Ripe
2049,2246.jpg,Lemon
2050,2481.jpg,Pomegranate
2051,2215.jpg,Pear
2052,2127.jpg,Raspberry
2053,2226.jpg,Pear
2054,2111.jpg,Cherry
2055,2267.jpg,Cactus fruit
2056,2437.jpg,Cherry
2057,2394.jpg,Blueberry
2058,2438.jpg,Mango
2059,2662.jpg,Pepper Green
2060,2553.jpg,Tomato
2061,2545.jpg,Strawberry
2062,2009.jpg,Peach
2063,2110.jpg,Apple Granny Smith
2064,2518.jpg,Pepper Red
2065,2342.jpg,Pineapple
2066,2329.jpg,Pineapple
2067,2233.jpg,Plum
2068,2577.jpg,Cactus fruit
2069,2033.jpg,Apple Braeburn
2070,2114.jpg,Cherry
2071,2740.jpg,Pomegranate
2072,2728.jpg,Cantaloupe
2073,2867.jpg,Pomegranate
2074,2090.jpg,Mango
2075,2848.jpg,Pepper Red
2076,2123.jpg,Cherry
2077,2556.jpg,Kiwi
2078,2865.jpg,Apple Braeburn
2079,2406.jpg,Limes
2080,2089.jpg,Blueberry
2081,2763.jpg,Plum
2082,2784.jpg,Watermelon
2083,1980.jpg,Watermelon
2084,2864.jpg,Apple Granny Smith
2085,2315.jpg,Onion White
2086,2252.jpg,Cucumber Ripe
2087,2459.jpg,Cherry
2088,2595.jpg,Apple Granny Smith
2089,2822.jpg,Cherry
2090,1994.jpg,Tomato
2091,2428.jpg,Grape Blue
2092,1940.jpg,Raspberry
2093,2072.jpg,Cherry
2094,2557.jpg,Corn
2095,2807.jpg,Watermelon
2096,2737.jpg,Apple Braeburn
2097,2762.jpg,Avocado
2098,2277.jpg,Orange
2099,2170.jpg,Clementine
2100,2571.jpg,Apple Granny Smith
2101,2684.jpg,Papaya
2102,2622.jpg,Apple Granny Smith
2103,2384.jpg,Peach
2104,2554.jpg,Strawberry
2105,2412.jpg,Raspberry
2106,2187.jpg,Onion White
2107,2299.jpg,Limes
2108,2536.jpg,Mango
2109,2019.jpg,Pepper Red
2110,1943.jpg,Lemon
2111,2143.jpg,Apple Braeburn
2112,2317.jpg,Orange
2113,2485.jpg,Pepper Red
2114,1965.jpg,Cactus fruit
2115,2038.jpg,Peach
2116,2135.jpg,Cherry
2117,2587.jpg,Plum
2118,2322.jpg,Tomato
2119,2253.jpg,Grape Blue
2120,2411.jpg,Papaya
2121,2809.jpg,Raspberry
2122,2552.jpg,Strawberry
2123,2697.jpg,Papaya
2124,2289.jpg,Pomegranate
2125,2682.jpg,Apricot
2126,2824.jpg,Limes
2127,2816.jpg,Limes
2128,2540.jpg,Onion White
2129,2551.jpg,Onion White
2130,2789.jpg,Kiwi
2131,2863.jpg,Potato Red
2132,2567.jpg,Pear
2133,2020.jpg,Apple Granny Smith
2134,1935.jpg,Orange
2135,2231.jpg,Limes
2136,1977.jpg,Strawberry
2137,2734.jpg,Pomegranate
2138,2415.jpg,Apple Granny Smith
2139,2146.jpg,Passion Fruit
2140,2676.jpg,Onion White
2141,1946.jpg,Pear
2142,2526.jpg,Onion White
2143,1939.jpg,Apple Braeburn
2144,2364.jpg,Apple Braeburn
2145,2076.jpg,Potato Red
2146,2056.jpg,Raspberry
2147,2562.jpg,Onion White
2148,2836.jpg,Apple Braeburn
2149,2759.jpg,Limes
2150,2166.jpg,Clementine
2151,2612.jpg,Apple Granny Smith
2152,2081.jpg,Avocado
2153,2105.jpg,Watermelon
2154,2054.jpg,Limes
2155,2000.jpg,Lemon
2156,2729.jpg,Apple Granny Smith
2157,2779.jpg,Blueberry
2158,2401.jpg,Lemon
2159,2768.jpg,Raspberry
2160,2161.jpg,Pepper Red
2161,2699.jpg,Grape Blue
2162,2015.jpg,Passion Fruit
2163,2270.jpg,Raspberry
2164,2505.jpg,Apple Braeburn
2165,2190.jpg,Mango
2166,2345.jpg,Watermelon
2167,2741.jpg,Peach
2168,2249.jpg,Orange
2169,2430.jpg,Apricot
2170,2659.jpg,Banana
2171,2445.jpg,Cherry
2172,2276.jpg,Grape Blue
2173,2647.jpg,Limes
2174,2178.jpg,Pineapple
2175,2261.jpg,Apple Granny Smith
2176,2760.jpg,Limes
2177,2152.jpg,Peach
2178,2074.jpg,Blueberry
2179,2241.jpg,Banana
2180,2255.jpg,Kiwi
2181,2083.jpg,Watermelon
2182,2328.jpg,Onion White
2183,2638.jpg,Pomegranate
2184,2452.jpg,Grape Blue
2185,2391.jpg,Avocado
2186,2283.jpg,Pepper Red
2187,2230.jpg,Grape Blue
2188,2377.jpg,Apple Braeburn
2189,2620.jpg,Cactus fruit
2190,2738.jpg,Peach
2191,2301.jpg,Cantaloupe
2192,2356.jpg,Pineapple
2193,2778.jpg,Apricot
2194,2149.jpg,Clementine
2195,2818.jpg,Cucumber Ripe
2196,2511.jpg,Apple Braeburn
2197,2047.jpg,Limes
2198,2336.jpg,Kiwi
2199,2306.jpg,Pear
2200,2825.jpg,Pomegranate
2201,2206.jpg,Pineapple
2202,2203.jpg,Strawberry
2203,2094.jpg,Cherry
2204,2457.jpg,Blueberry
2205,2435.jpg,Apricot
2206,2508.jpg,Pomegranate
2207,2578.jpg,Grape Blue
2208,2635.jpg,Pomegranate
2209,2478.jpg,Blueberry
2210,2831.jpg,Avocado
2211,2420.jpg,Avocado
2212,2512.jpg,Pineapple
2213,1981.jpg,Kiwi
2214,2183.jpg,Watermelon
2215,2302.jpg,Pear
2216,1934.jpg,Strawberry
2217,2644.jpg,Cactus fruit
2218,2673.jpg,Pineapple
2219,2813.jpg,Watermelon
2220,2202.jpg,Pineapple
2221,2590.jpg,Banana
2222,2235.jpg,Apple Braeburn
2223,1969.jpg,Plum
2224,2369.jpg,Plum
2225,2827.jpg,Cherry
2226,2678.jpg,Tomato
2227,2524.jpg,Mango
2228,2726.jpg,Apple Granny Smith
2229,2121.jpg,Cucumber Ripe
2230,2704.jpg,Pineapple
2231,2731.jpg,Peach
2232,2467.jpg,Avocado
2233,2629.jpg,Cucumber Ripe
2234,2027.jpg,Clementine
2235,3368.jpg,Corn
2236,3212.jpg,Pepper Red
2237,3290.jpg,Orange
2238,3053.jpg,Mango
2239,3315.jpg,Pomegranate
2240,3204.jpg,Clementine
2241,3422.jpg,Passion Fruit
2242,3778.jpg,Pepper Red
2243,3316.jpg,Grape Blue
2244,3600.jpg,Mango
2245,3158.jpg,Blueberry
2246,3391.jpg,Tomato
2247,3030.jpg,Strawberry
2248,2895.jpg,Onion White
2249,3242.jpg,Apricot
2250,3799.jpg,Peach
2251,3091.jpg,Apple Braeburn
2252,2884.jpg,Papaya
2253,3107.jpg,Avocado
2254,3263.jpg,Tomato
2255,3554.jpg,Cherry
2256,3494.jpg,Apricot
2257,3116.jpg,Avocado
2258,3209.jpg,Apple Braeburn
2259,3320.jpg,Pear
2260,3400.jpg,Tomato
2261,3413.jpg,Mango
2262,3795.jpg,Pepper Red
2263,3651.jpg,Strawberry
2264,3375.jpg,Pear
2265,2921.jpg,Banana
2266,3449.jpg,Pear
2267,3126.jpg,Blueberry
2268,3269.jpg,Grape Blue
2269,3347.jpg,Cactus fruit
2270,3504.jpg,Pepper Green
2271,3032.jpg,Onion White
2272,3772.jpg,Pepper Green
2273,3618.jpg,Onion White
2274,3506.jpg,Apricot
2275,2963.jpg,Banana
2276,3620.jpg,Onion White
2277,3357.jpg,Pomegranate
2278,2892.jpg,Papaya
2279,2946.jpg,Kiwi
2280,3794.jpg,Apple Granny Smith
2281,3451.jpg,Pomegranate
2282,3178.jpg,Limes
2283,3570.jpg,Clementine
2284,2952.jpg,Cactus fruit
2285,3402.jpg,Lemon
2286,3226.jpg,Passion Fruit
2287,3166.jpg,Plum
2288,2913.jpg,Cactus fruit
2289,3461.jpg,Blueberry
2290,3483.jpg,Watermelon
2291,3152.jpg,Grape Blue
2292,3662.jpg,Grape Blue
2293,3579.jpg,Clementine
2294,3119.jpg,Limes
2295,3761.jpg,Onion White
2296,3782.jpg,Clementine
2297,3384.jpg,Tomato
2298,3631.jpg,Pepper Green
2299,3793.jpg,Apple Braeburn
2300,3266.jpg,Cactus fruit
2301,3477.jpg,Cucumber Ripe
2302,3515.jpg,Apricot
2303,3381.jpg,Cactus fruit
2304,3165.jpg,Cherry
2305,3541.jpg,Watermelon
2306,3195.jpg,Peach
2307,3213.jpg,Cantaloupe
2308,3236.jpg,Kiwi
2309,3709.jpg,Orange
2310,3409.jpg,Kiwi
2311,2960.jpg,Lemon
2312,3314.jpg,Lemon
2313,3337.jpg,Pear
2314,3769.jpg,Kiwi
2315,3027.jpg,Tomato
2316,3764.jpg,Lemon
2317,3056.jpg,Onion White
2318,2997.jpg,Pomegranate
2319,3373.jpg,Cantaloupe
2320,3341.jpg,Pomegranate
2321,3458.jpg,Peach
2322,3115.jpg,Papaya
2323,3582.jpg,Clementine
2324,3383.jpg,Plum
2325,2912.jpg,Cantaloupe
2326,2995.jpg,Pepper Green
2327,3771.jpg,Lemon
2328,3727.jpg,Banana
2329,3254.jpg,Tomato
2330,2994.jpg,Apple Granny Smith
2331,3295.jpg,Kiwi
2332,3098.jpg,Avocado
2333,3217.jpg,Passion Fruit
2334,2910.jpg,Cactus fruit
2335,2880.jpg,Mango
2336,3663.jpg,Raspberry
2337,3246.jpg,Watermelon
2338,3660.jpg,Pomegranate
2339,3538.jpg,Cherry
2340,3702.jpg,Lemon
2341,2889.jpg,Kiwi
2342,2954.jpg,Pomegranate
2343,3531.jpg,Avocado
2344,3074.jpg,Clementine
2345,3622.jpg,Pomegranate
2346,3519.jpg,Watermelon
2347,3306.jpg,Orange
2348,3707.jpg,Raspberry
2349,2981.jpg,Apple Granny Smith
2350,3045.jpg,Grape Blue
2351,3291.jpg,Pear
2352,3083.jpg,Pineapple
2353,3597.jpg,Tomato
2354,3249.jpg,Papaya
2355,3480.jpg,Grape Blue
2356,3297.jpg,Pomegranate
2357,3623.jpg,Corn
2358,2964.jpg,Orange
2359,3544.jpg,Apple Braeburn
2360,3689.jpg,Apple Granny Smith
2361,3275.jpg,Orange
2362,3703.jpg,Pomegranate
2363,3423.jpg,Pineapple
2364,3481.jpg,Plum
2365,3406.jpg,Papaya
2366,3093.jpg,Pomegranate
2367,3026.jpg,Pineapple
2368,3348.jpg,Pepper Red
2369,3698.jpg,Pear
2370,3303.jpg,Pepper Red
2371,2991.jpg,Kiwi
2372,3371.jpg,Plum
2373,2876.jpg,Tomato
2374,3749.jpg,Strawberry
2375,3546.jpg,Pomegranate
2376,3633.jpg,Apple Braeburn
2377,3641.jpg,Cactus fruit
2378,3529.jpg,Tomato
2379,3691.jpg,Orange
2380,3523.jpg,Apricot
2381,3653.jpg,Pear
2382,3145.jpg,Grape Blue
2383,3256.jpg,Onion White
2384,3089.jpg,Clementine
2385,2925.jpg,Grape Blue
2386,3592.jpg,Papaya
2387,3196.jpg,Apple Braeburn
2388,3080.jpg,Peach
2389,3403.jpg,Papaya
2390,3416.jpg,Onion White
2391,3644.jpg,Plum
2392,3676.jpg,Apple Granny Smith
2393,3374.jpg,Grape Blue
2394,3398.jpg,Tomato
2395,3674.jpg,Orange
2396,3250.jpg,Lemon
2397,3427.jpg,Passion Fruit
2398,3522.jpg,Potato Red
2399,3003.jpg,Orange
2400,3365.jpg,Orange
2401,3737.jpg,Orange
2402,3274.jpg,Cactus fruit
2403,3683.jpg,Cactus fruit
2404,3513.jpg,Potato Red
2405,3148.jpg,Potato Red
2406,2943.jpg,Cucumber Ripe
2407,3672.jpg,Kiwi
2408,3281.jpg,Pear
2409,3066.jpg,Peach
2410,3649.jpg,Pomegranate
2411,2968.jpg,Orange
2412,3585.jpg,Cantaloupe
2413,3185.jpg,Cherry
2414,2948.jpg,Orange
2415,3182.jpg,Banana
2416,3755.jpg,Onion White
2417,3244.jpg,Kiwi
2418,3699.jpg,Cucumber Ripe
2419,3443.jpg,Peach
2420,3673.jpg,Pepper Red
2421,3742.jpg,Onion White
2422,3758.jpg,Kiwi
2423,3211.jpg,Apple Braeburn
2424,3716.jpg,Cactus fruit
2425,3346.jpg,Kiwi
2426,3280.jpg,Orange
2427,3396.jpg,Onion White
2428,3047.jpg,Tomato
2429,3342.jpg,Raspberry
2430,3351.jpg,Kiwi
2431,3535.jpg,Raspberry
2432,3131.jpg,Avocado
2433,2982.jpg,Plum
2434,3550.jpg,Pear
2435,3527.jpg,Limes
2436,3394.jpg,Onion White
2437,3183.jpg,Limes
2438,3188.jpg,Potato Red
2439,3548.jpg,Pomegranate
2440,3129.jpg,Avocado
2441,3401.jpg,Watermelon
2442,2967.jpg,Raspberry
2443,3111.jpg,Cherry
2444,3685.jpg,Plum
2445,3099.jpg,Pear
2446,3248.jpg,Kiwi
2447,3610.jpg,Kiwi
2448,2907.jpg,Kiwi
2449,3220.jpg,Potato Red
2450,3088.jpg,Potato Red
2451,3431.jpg,Potato Red
2452,3419.jpg,Grape Blue
2453,3499.jpg,Watermelon
2454,3313.jpg,Pomegranate
2455,3077.jpg,Apple Granny Smith
2456,3587.jpg,Kiwi
2457,3227.jpg,Peach
2458,3386.jpg,Pear
2459,3410.jpg,Kiwi
2460,3186.jpg,Avocado
2461,3545.jpg,Blueberry
2462,3638.jpg,Grape Blue
2463,3636.jpg,Orange
2464,3181.jpg,Papaya
2465,3540.jpg,Grape Blue
2466,3352.jpg,Pepper Red
2467,3197.jpg,Blueberry
2468,3533.jpg,Raspberry
2469,3632.jpg,Plum
2470,3075.jpg,Cantaloupe
2471,3328.jpg,Grape Blue
2472,3128.jpg,Potato Red
2473,3551.jpg,Apple Braeburn
2474,3180.jpg,Corn
2475,3175.jpg,Watermelon
2476,3426.jpg,Peach
2477,3284.jpg,Corn
2478,3733.jpg,Pepper Green
2479,3434.jpg,Cantaloupe
2480,3037.jpg,Mango
2481,3489.jpg,Avocado
2482,3062.jpg,Apple Braeburn
2483,3068.jpg,Passion Fruit
2484,3241.jpg,Papaya
2485,3252.jpg,Onion White
2486,3243.jpg,Lemon
2487,3356.jpg,Plum
2488,3289.jpg,Banana
2489,3094.jpg,Pomegranate
2490,3251.jpg,Pineapple
2491,3121.jpg,Cucumber Ripe
2492,3393.jpg,Tomato
2493,3679.jpg,Plum
2494,3595.jpg,Watermelon
2495,3265.jpg,Pear
2496,3123.jpg,Papaya
2497,3599.jpg,Kiwi
2498,3728.jpg,Orange
2499,3156.jpg,Potato Red
2500,3023.jpg,Pineapple
2501,3058.jpg,Tomato
2502,2891.jpg,Pepper Green
2503,2986.jpg,Pepper Red
2504,3615.jpg,Kiwi
2505,3446.jpg,Cantaloupe
2506,3510.jpg,Avocado
2507,3774.jpg,Pineapple
2508,3680.jpg,Orange
2509,3518.jpg,Watermelon
2510,3113.jpg,Banana
2511,3198.jpg,Blueberry
2512,3124.jpg,Raspberry
2513,2961.jpg,Orange
2514,3537.jpg,Grape Blue
2515,3668.jpg,Cactus fruit
2516,3377.jpg,Cactus fruit
2517,3309.jpg,Pear
2518,3031.jpg,Tomato
2519,3791.jpg,Passion Fruit
2520,3447.jpg,Pepper Red
2521,3792.jpg,Clementine
2522,3421.jpg,Apple Granny Smith
2523,3669.jpg,Pepper Red
2524,3061.jpg,Cantaloupe
2525,3001.jpg,Grape Blue
2526,2883.jpg,Onion White
2527,3500.jpg,Mango
2528,3438.jpg,Pineapple
2529,3568.jpg,Apple Granny Smith
2530,3134.jpg,Blueberry
2531,3141.jpg,Mango
2532,2898.jpg,Strawberry
2533,3497.jpg,Grape Blue
2534,3174.jpg,Cucumber Ripe
2535,2996.jpg,Limes
2536,3440.jpg,Passion Fruit
2537,3154.jpg,Grape Blue
2538,3271.jpg,Onion White
2539,3734.jpg,Cantaloupe
2540,3043.jpg,Onion White
2541,3065.jpg,Passion Fruit
2542,3581.jpg,Pineapple
2543,2911.jpg,Grape Blue
2544,3650.jpg,Lemon
2545,3444.jpg,Apple Braeburn
2546,3117.jpg,Grape Blue
2547,3324.jpg,Strawberry
2548,2939.jpg,Apple Granny Smith
2549,3776.jpg,Clementine
2550,3478.jpg,Grape Blue
2551,3647.jpg,Raspberry
2552,2931.jpg,Limes
2553,2885.jpg,Lemon
2554,3448.jpg,Apple Braeburn
2555,3321.jpg,Grape Blue
2556,3750.jpg,Pineapple
2557,3739.jpg,Pineapple
2558,3052.jpg,Mango
2559,3642.jpg,Grape Blue
2560,3287.jpg,Pepper Green
2561,3751.jpg,Pear
2562,3670.jpg,Orange
2563,3613.jpg,Pineapple
2564,2916.jpg,Pepper Green
2565,3596.jpg,Kiwi
2566,3340.jpg,Lemon
2567,3247.jpg,Tomato
2568,3473.jpg,Raspberry
2569,3334.jpg,Pear
2570,3319.jpg,Apple Granny Smith
2571,2965.jpg,Lemon
2572,3787.jpg,Pineapple
2573,3349.jpg,Orange
2574,3604.jpg,Apricot
2575,2972.jpg,Cactus fruit
2576,2905.jpg,Strawberry
2577,3710.jpg,Pear
2578,2933.jpg,Orange
2579,3442.jpg,Pineapple
2580,3586.jpg,Tomato
2581,3308.jpg,Cucumber Ripe
2582,3717.jpg,Limes
2583,3157.jpg,Apricot
2584,3096.jpg,Pear
2585,3024.jpg,Pear
2586,3539.jpg,Cucumber Ripe
2587,3471.jpg,Papaya
2588,3216.jpg,Pineapple
2589,3767.jpg,Watermelon
2590,3454.jpg,Blueberry
2591,3611.jpg,Pear
2592,3607.jpg,Grape Blue
2593,2924.jpg,Pear
2594,3488.jpg,Potato Red
2595,3230.jpg,Mango
2596,3468.jpg,Limes
2597,3130.jpg,Watermelon
2598,3687.jpg,Raspberry
2599,3331.jpg,Orange
2600,3470.jpg,Cherry
2601,3378.jpg,Grape Blue
2602,3095.jpg,Apple Braeburn
2603,3492.jpg,Grape Blue
2604,3097.jpg,Blueberry
2605,3543.jpg,Papaya
2606,3219.jpg,Clementine
2607,2903.jpg,Kiwi
2608,3139.jpg,Grape Blue
2609,3081.jpg,Peach
2610,3002.jpg,Pear
2611,3573.jpg,Cantaloupe
2612,3460.jpg,Avocado
2613,3602.jpg,Onion White
2614,3388.jpg,Pineapple
2615,3136.jpg,Watermelon
2616,3285.jpg,Pomegranate
2617,3355.jpg,Apple Granny Smith
2618,3664.jpg,Plum
2619,2975.jpg,Banana
2620,3743.jpg,Pear
2621,3110.jpg,Avocado
2622,3372.jpg,Cactus fruit
2623,3169.jpg,Raspberry
2624,3452.jpg,Peach
2625,3082.jpg,Plum
2626,3172.jpg,Apple Granny Smith
2627,3288.jpg,Pomegranate
2628,3009.jpg,Plum
2629,3344.jpg,Apple Granny Smith
2630,3501.jpg,Grape Blue
2631,3465.jpg,Cherry
2632,3257.jpg,Pear
2633,3753.jpg,Apricot
2634,2956.jpg,Lemon
2635,3567.jpg,Pepper Red
2636,3360.jpg,Pear
2637,3759.jpg,Grape Blue
2638,3637.jpg,Cactus fruit
2639,3070.jpg,Apple Braeburn
2640,3487.jpg,Blueberry
2641,3380.jpg,Cactus fruit
2642,3639.jpg,Onion White
2643,3162.jpg,Papaya
2644,2899.jpg,Tomato
2645,3395.jpg,Pear
2646,3796.jpg,Apple Braeburn
2647,3601.jpg,Onion White
2648,3509.jpg,Avocado
2649,3511.jpg,Papaya
2650,3542.jpg,Raspberry
2651,3474.jpg,Papaya
2652,2901.jpg,Pineapple
2653,2919.jpg,Cactus fruit
2654,2988.jpg,Cucumber Ripe
2655,3059.jpg,Grape Blue
2656,3694.jpg,Cactus fruit
2657,3035.jpg,Watermelon
2658,3071.jpg,Apple Braeburn
2659,3462.jpg,Potato Red
2660,3643.jpg,Cactus fruit
2661,3276.jpg,Pear
2662,3766.jpg,Kiwi
2663,3430.jpg,Apple Granny Smith
2664,3187.jpg,Peach
2665,3617.jpg,Tomato
2666,3496.jpg,Mango
2667,2987.jpg,Banana
2668,3207.jpg,Cantaloupe
2669,3524.jpg,Corn
2670,3087.jpg,Apple Braeburn
2671,3484.jpg,Raspberry
2672,3507.jpg,Blueberry
2673,3264.jpg,Pineapple
2674,3584.jpg,Pepper Red
2675,3757.jpg,Tomato
2676,3455.jpg,Apple Braeburn
2677,3201.jpg,Pomegranate
2678,3475.jpg,Raspberry
2679,3379.jpg,Banana
2680,3626.jpg,Pear
2681,3576.jpg,Peach
2682,3228.jpg,Pineapple
2683,3552.jpg,Potato Red
2684,3108.jpg,Cherry
2685,3261.jpg,Kiwi
2686,3311.jpg,Orange
2687,2970.jpg,Pear
2688,3208.jpg,Clementine
2689,3192.jpg,Cherry
2690,3654.jpg,Orange
2691,2890.jpg,Watermelon
2692,3661.jpg,Lemon
2693,3142.jpg,Grape Blue
2694,3028.jpg,Kiwi
2695,3559.jpg,Apple Braeburn
2696,3407.jpg,Pepper Green
2697,3408.jpg,Watermelon
2698,3279.jpg,Cactus fruit
2699,3270.jpg,Plum
2700,3259.jpg,Strawberry
2701,3780.jpg,Clementine
2702,3715.jpg,Banana
2703,3730.jpg,Pomegranate
2704,3106.jpg,Limes
